Longitude,Latitude,depth,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_10,stumpf,log-linear,random_forest_prediction,random_forest_depth
104.273422241211,30.3014698028564,25.84,-5.328865924,-5.451374534,-6.015834363,-5.917480205,-5.455295487,-5.182589658,-5.424342386,-5.864034125,2.9247423958005,18.7521947587681,19.51869795553404,17.2361,21.3627
104.264579772949,30.3156795501709,13.12,-5.104063219,-5.309084895,-5.305225719,-5.118986749,-5.087161018,-4.729977406,-4.902226412,-5.338917858,3.02967279576467,18.422507143434814,19.28925247337902,20.380199999999988,19.573920833333332
104.270477294922,30.3053340911865,18.53,-5.742975189,-5.883306942,-7.640340217,-6.008464114,-5.739289695,-5.304145935,-5.694631595,-5.964360647,2.63201951222759,18.72810020138684,17.806413431194482,17.085199999999997,16.46778333333332
104.274032592773,30.302827835083,19.51,-5.64684032,-6.30485067,-6.291839636,-6.071184347,-5.550673615,-5.305122991,-5.737309788,-5.902195702,2.38800406518318,17.063006511043795,17.352536593963034,18.264066666666658,19.102875000000008
104.273109436035,30.3019199371338,25.35,-5.515052745,-5.409515698,-6.008146775,-5.644199954,-5.418721242,-5.253452273,-5.279476711,-6.223174975,2.95520211214182,19.579667406043484,19.86092273595401,19.05485,20.337562500000008
104.262664794922,30.3079071044922,8.47,-5.199768297,-5.383257602,-5.671780336,-5.380987706,-5.134344727,-4.745494591,-4.957018313,-5.402243993,2.97448546805294,18.51624338060469,18.92629709462742,17.344266666666666,12.459525000000008
104.270156860352,30.3074073791504,10.03,-5.33088556,-5.41853934,-6.02846394,-5.441787294,-5.39563817,-5.259455856,-5.287427618,-6.098153018,2.94860651090021,18.878290045297547,20.185331633520068,20.0124,16.60888749999999
104.268272399902,30.3225574493408,23.62,-4.785820835,-4.914514013,-4.982473935,-4.885524201,-4.509419773,-4.288009447,-4.315834956,-4.9078635,3.33959736437343,18.671717744729165,19.11197452676456,13.42031,15.757750000000009
104.271751403809,30.3021831512451,25.97,-5.591790256,-5.725608604,-6.124563576,-5.633280941,-5.97151706,-5.149748253,-5.507934588,-5.692943948,2.73414773940897,18.736427940302804,18.76675171084433,19.25096666666664,20.15215000000001
104.268928527832,30.317777633667,20.85,-4.9108485,-4.809474772,-5.254343088,-5.016216715,-4.772677938,-4.409316069,-4.639622402,-5.113181505,3.42626166222304,19.614946231670984,19.383894662222108,20.382710000000003,19.36932499999999
104.267807006836,30.3151550292969,26.64,-4.973804116,-5.247573791,-5.330588792,-5.264470512,-4.961985822,-4.698343544,-5.142692674,-5.695685571,3.07622125366883,18.14118826974402,19.96737121774972,20.143550000000005,21.765129166666643
104.266021728516,30.3170394897461,26.47,-4.814162087,-4.943469151,-5.241210416,-5.138129021,-4.940972543,-4.758446755,-4.84865926,-5.475418303,3.31599237518933,18.67263466529036,20.015768929277908,25.81171666666666,26.110369999999975
104.275512695312,30.3001289367676,20.44,-5.464652445,-5.881980995,-5.77091334,-6.496374741,-6.750272996,-5.172206163,-6.012746202,-6.55595746,2.6328543912189,17.762872360918294,18.826893897540312,19.25891666666666,19.731528333333316
104.274467468262,30.3008441925049,18.24,-5.578385144,-5.620916612,-5.708281765,-5.744054074,-5.497358643,-5.141487945,-5.847117116,-6.624495179,2.80502202298645,19.05035743534046,21.5392098351396,20.149699999999992,20.225933333333312
104.261413574219,30.3081703186035,12.3,-5.388872153,-5.131780695,-5.234622117,-5.1367361,-4.957232618,-4.532484587,-4.84371211,-5.132940783,3.16568939938152,20.166863143149584,18.70894561933048,17.644224999999988,13.502299999999973
104.264472961426,30.3160381317139,19.34,-5.101452128,-5.107678309,-5.464242789,-5.404357452,-4.960838597,-4.823811321,-4.956157387,-5.389801295,3.18460390515493,19.17514229173964,19.43227833830923,21.63650000000001,20.634293333333304
104.262351989746,30.3078155517578,8.47,-5.19841978,-5.16972935,-5.399131418,-5.579922272,-5.182161973,-4.684695873,-5.099203578,-5.158443751,3.13610970265935,19.30875673824326,18.997944935733543,17.91245,11.626574999999994
104.267646789551,30.3226432800293,24.0,-4.743328048,-4.952008711,-5.257334333,-4.829661086,-4.697687603,-4.248250224,-4.397813355,-4.922814918,3.30905493323808,18.343959396938004,19.121212744194448,16.722700000000007,16.934850000000015
104.264533996582,30.3081893920898,13.5,-5.342514146,-5.205653445,-5.779298273,-5.305990301,-5.191662849,-4.903161993,-4.983133113,-5.163640881,3.10833850147485,19.712199631520093,18.91100314070969,16.725199999999997,12.775683333333316
104.266662597656,30.315149307251,17.44,-4.968005969,-4.916491477,-5.205217036,-5.256528293,-5.123798222,-4.518835897,-4.969589856,-5.583987285,3.33798127639254,19.406527053863243,19.83806206024537,20.93124,20.392275000000005
104.269645690918,30.3062324523926,19.21,-5.535924135,-5.811348611,-6.043386959,-5.585344894,-5.769126452,-5.321873355,-5.722778232,-6.166020553,2.67791672792857,18.25042720587584,20.127355318694008,19.342941666666658,18.266830000000006
104.270668029785,30.3076820373535,13.62,-5.200543822,-5.41766703,-5.393614977,-5.381118564,-5.20567575,-5.161130846,-5.372650659,-5.855158429,2.94924340455487,18.394212168023586,20.336830996868688,20.704716666666677,18.02747738095238
104.274879455566,30.3010272979736,18.87,-5.535419868,-5.539171513,-5.620987082,-5.884401082,-6.011841429,-5.240140702,-5.565475474,-6.629314753,2.86200079034795,19.1859910068099,20.93017348059313,19.380999999999997,19.43417916666668
104.260681152344,30.3084373474121,12.76,-4.988352174,-5.099044925,-5.117928921,-5.107225959,-4.841725107,-4.336169106,-4.627137893,-5.216586559,3.19140278524081,18.764592269162563,19.05507075490639,13.245600000000008,13.099550000000013
104.261772155762,30.3154830932617,17.25,-5.061545936,-5.145647703,-5.257914838,-5.128496954,-4.971221521,-4.633501709,-4.947347003,-5.464906835,3.15485185968341,18.87320684205877,19.58412022397086,22.16105,22.146312499999986
104.267440795898,30.3223724365234,24.01,-4.744049554,-4.909908175,-4.979724663,-4.814660849,-4.682667784,-4.193481186,-4.453667955,-5.089414581,3.34336375943202,18.51599772728582,19.343279500143858,19.952708333333348,22.280087500000004
104.268859863281,30.313175201416,20.47,-5.221195735,-5.188324501,-5.658366827,-5.315943052,-5.019624438,-4.891917267,-5.162280597,-5.754540483,3.12170641033033,19.32416283712908,19.841664451126785,20.668825,21.35102833333332
104.274032592773,30.3027362823486,20.33,-5.647815231,-6.30485067,-6.213525858,-6.015252506,-5.550673615,-5.361868935,-5.738875947,-5.902195702,2.38800406518318,17.066352383989567,17.54367259672526,18.27843333333333,19.755225000000014
104.271842956543,30.3041687011719,11.36,-5.527820255,-5.659290243,-6.324394562,-5.696449741,-5.493631347,-4.895233494,-5.462604413,-5.579274815,2.77876612060328,18.73870721928145,18.50184674213425,17.10994999999999,15.727799999999986
104.270248413086,30.308219909668,18.68,-5.254483905,-5.190572338,-5.844770355,-5.372882222,-5.039946047,-4.983560025,-5.33609518,-5.688001156,3.11996939662052,19.44123961624757,19.96964417171005,18.821900000000003,18.622974999999993
104.273948669434,30.3001194000244,23.39,-5.675729149,-6.118348637,-5.80980242,-5.837773736,-5.569860472,-5.192012758,-5.499278153,-5.639497462,2.49062317400094,17.739447052204838,17.60036892467752,18.6769,17.95322499999998
104.271202087402,30.3063316345215,7.52,-5.385357015,-5.632422326,-6.277980003,-6.057383083,-5.410454762,-5.104793312,-5.57918561,-5.706822573,2.79711625057251,18.31989557101238,18.96732391954649,11.279499999999995,12.101849999999997
104.272064208984,30.302095413208,23.42,-5.59401259,-5.72717857,-6.459027129,-5.848382449,-5.444460869,-5.149657146,-5.445567842,-5.811866615,2.73310325817335,18.738851837592733,18.494002954128227,17.314299999999992,19.16485
104.275192260742,30.3008480072021,19.62,-5.539260018,-5.814340361,-5.813812809,-5.937877016,-5.911158862,-5.167854617,-5.680508813,-6.246265367,2.67598474142108,18.25219130050476,19.61654812527636,19.38424500000001,19.392359166666658
104.263427734375,30.3162136077881,22.25,-5.093476015,-5.124853531,-5.351740001,-5.180004737,-5.014442531,-4.621715134,-4.877074056,-5.305470134,3.17111547870619,19.07771993593778,19.29759790838632,22.03217500000001,20.695404999999973
104.269401550293,30.3108329772949,14.23,-5.508194372,-5.273288961,-5.953960639,-5.639692999,-5.197107703,-5.109346621,-5.206431425,-5.860024038,3.05667668246029,20.05952734596906,19.29763540672873,17.468000000000004,17.922449999999987
104.268508911133,30.3186779022217,28.11,-4.754236058,-4.859504055,-5.159687012,-5.028826089,-4.815794341,-4.310682303,-4.593490536,-5.193449385,3.38478573688511,18.763361721003264,19.458320464443343,19.06008,20.824997499999977
104.273101806641,30.3025512695312,20.1,-5.596800247,-5.596235811,-6.000984081,-5.901900473,-5.739783805,-5.020958331,-5.275549918,-5.947720952,2.82207626095341,19.20127510415693,18.475544303924043,19.16129999999999,19.185499999999966
104.256294250488,30.3109397888184,16.9,-5.310238958,-5.395098855,-5.655026739,-5.368744557,-4.898699812,-4.636903423,-4.6730173,-5.084669129,2.96577287106495,18.88710344026083,18.18802276708068,13.106000000000002,14.4954125
104.268768310547,30.3122730255127,18.44,-5.168829969,-5.450687848,-5.66961871,-5.41206557,-5.25925501,-5.119123918,-5.216570596,-5.580422573,2.92523927145682,18.15485882613521,19.68539482078251,20.98661,21.650304166666658
104.269561767578,30.3174209594727,9.82,-4.850218903,-5.0047137,-5.203210241,-5.042966369,-4.862884688,-4.40107901,-4.602194153,-5.018364822,3.26648690761342,18.57703832687096,19.185073429927144,15.52095,12.827612500000011
104.26879119873,30.3086643218994,16.34,-5.238314119,-5.358325246,-5.769043725,-5.358369205,-5.435591605,-5.29618642,-5.380799518,-5.752541602,2.99291896776799,18.75293255869284,20.31778623679851,19.583925000000008,18.784437499999996
104.267860412598,30.3215618133545,20.56,-4.921778067,-4.896783785,-5.082164246,-4.926878483,-4.63042332,-4.36130111,-4.50480744,-5.200053931,3.3541134318261,19.30055925475756,19.31948372136469,19.84177,20.47845
104.268936157227,30.3168754577637,10.03,-5.06831371,-4.958948893,-5.386070831,-5.230230577,-4.954927485,-4.679313367,-4.80950399,-5.323422453,3.30342501434047,19.63260822528076,19.41712555665828,17.43343333333334,12.19507499999998
104.264640808105,30.3076477050781,11.74,-5.24824936,-5.678548496,-5.647127931,-5.463627088,-5.147595904,-4.802510255,-4.987317242,-5.306262784,2.76570975332427,17.65568984775379,18.433857646349725,14.2235,12.286183333333337
104.262344360352,30.3083572387695,11.06,-5.358275196,-5.597325471,-5.855680936,-5.470282307,-5.062399411,-4.774445047,-5.012660116,-5.483073366,2.82132057438939,18.34305548028422,18.46267192025972,12.120758333333333,11.222805833333323
104.26488494873,30.3168525695801,26.06,-4.919364276,-4.980693573,-5.20665429,-5.157632907,-4.763080024,-4.821358862,-4.763022563,-5.470877053,3.28583360642746,18.953301161532323,19.85465138471706,22.70376666666667,24.444933333333346
104.26634979248,30.3155078887939,16.94,-5.091432327,-4.912932242,-5.145631315,-4.978141298,-4.99145925,-4.620831442,-4.966024449,-5.345773662,3.34089049090036,19.908878489323484,19.77954374851328,20.7385,21.190912499999985
104.269836425781,30.3080387115479,19.73,-5.253458006,-5.18881737,-5.488150487,-5.530748465,-5.420137145,-5.154623143,-5.205733075,-6.268279319,3.12132547057457,19.444073345853862,20.644002331998625,18.94595,19.60550000000003
104.269302368164,30.3103809356689,23.21,-5.51240875,-5.217151349,-5.900844658,-5.436465397,-5.423236858,-5.111984695,-5.397513397,-6.004932184,3.09949810716681,20.28707133402048,19.977449855430635,20.083,20.929824999999955
104.268615722656,30.3184986114502,29.26,-4.755945658,-5.037764065,-5.108085934,-5.011034852,-4.834618568,-4.373099458,-4.595180959,-5.312649185,3.24001606826975,18.057677599179243,19.462127258134867,20.28309999999999,20.64456500000002
104.273002624512,30.3021907806396,22.41,-5.512665127,-5.442376837,-5.783932033,-5.640494741,-5.328949838,-5.332446729,-5.277511296,-5.996180153,2.93126046572677,19.451759714011672,19.68634365626391,21.57112,21.108649999999997
104.272178649902,30.3011016845703,21.05,-5.65209871,-5.562951579,-6.83985752,-5.961223832,-5.420317207,-5.179506681,-5.307594821,-6.00094196,2.84528016991331,19.51137452621685,18.30902128408489,15.69170000000001,18.49879999999999
104.264930725098,30.3101768493652,17.46,-5.472714571,-5.558497639,-5.906415146,-5.375268644,-5.25251668,-4.806661878,-5.140730107,-5.577283804,2.8484029027287,18.89396579689685,18.61475808933468,16.07614166666666,15.347379166666666
104.266754150391,30.3167743682861,26.97,-4.930568215,-5.040578825,-5.087473222,-5.054239542,-4.964320039,-4.672571126,-4.923378231,-5.479639466,3.23776973782894,18.761712865178023,19.92355271592929,26.343953333333324,26.59167666666664
104.266937255859,30.320384979248,16.98,-4.643580535,-4.783218241,-5.015463287,-4.83951048,-4.705854929,-4.342438902,-4.471657975,-5.273270523,3.44816954536919,18.60857287918867,19.730208992625595,17.455049999999993,17.54321666666671
104.268035888672,30.3119983673096,20.93,-5.196575537,-5.450678303,-5.543971297,-5.539937761,-5.229931356,-4.913624648,-5.165985799,-5.800955342,2.92524617840036,18.26020162563242,19.513398122871106,19.03731666666667,21.930930833333335
104.265823364258,30.3160457611084,14.15,-5.004117129,-5.041766066,-5.276663178,-5.218590263,-5.047929121,-4.687192485,-4.960754882,-5.712890649,3.23682263874723,19.050665306578026,19.94554865539145,16.087075000000013,16.053074999999982
104.267715454102,30.3130798339844,27.25,-5.182104854,-5.50513983,-5.383461819,-5.311075923,-5.145408314,-4.869443426,-5.157152701,-5.507868465,2.88613374104859,18.01098960339087,19.37145497370309,22.61149999999999,23.75575833333332
104.266044616699,30.3148746490479,18.0,-4.941876217,-5.181013313,-5.261590778,-5.338320279,-5.077749745,-4.802143142,-4.968618244,-5.762047715,3.1273622505205,18.264870584074544,19.95897876146984,18.23779999999999,18.685766666666684
104.27530670166,30.2996768951416,21.12,-5.64331967,-5.638139255,-5.637604203,-5.952351118,-5.656550431,-5.082111915,-6.197916244,-6.397383894,2.79319864961167,19.217299784115568,22.9672884566418,22.06259999999998,21.669333333333316
104.268852233887,30.3146190643311,19.52,-5.205594183,-4.890102764,-5.375980111,-5.197917998,-5.264953587,-4.675029324,-4.981897108,-5.310399961,3.359595371,20.44298045206176,19.467571084070062,17.94957000000001,19.51578166666665
104.274360656738,30.3007545471191,19.33,-5.578571184,-5.2926912,-5.621610461,-5.832517246,-5.765826883,-5.141487945,-5.847117116,-6.625701233,3.04201046534859,20.23723478776583,21.82978977981633,20.227299999999985,20.17308333333333
104.274681091309,30.2996730804443,24.34,-5.737906447,-5.302962422,-5.675213334,-5.490083186,-5.69269133,-5.017460739,-5.726233841,-6.131506004,3.03427462859542,20.754316278898784,20.04648018838642,21.415099999999992,21.00499999999998
104.268020629883,30.3139839172363,25.65,-5.175706141,-5.357579977,-5.517109086,-5.331247215,-5.293054458,-4.831696059,-5.222871147,-5.705437149,2.99347181546278,18.51872633358883,19.71907638123192,19.94876,23.88796249999998
104.267433166504,30.3239974975586,12.22,-4.99543622,-4.878607691,-4.992502278,-4.739995593,-4.489176695,-4.079767974,-4.224556055,-4.589045217,3.36904269263748,19.67016272536188,18.64299165769519,11.218392500000007,11.833875000000003
104.266662597656,30.315149307251,17.48,-4.968005969,-4.916491477,-5.205217036,-5.256528293,-5.123798222,-4.518835897,-4.969589856,-5.583987285,3.33798127639254,19.406527053863243,19.83806206024537,20.93124,20.392275000000005
104.267616271973,30.3128089904785,23.87,-5.15511754,-5.271350979,-5.454498612,-5.285421384,-5.035757326,-4.906430752,-5.027212069,-5.508929494,3.05814541753997,18.75918777137832,19.546102733340696,22.06310000000001,23.618200000000016
104.269500732422,30.3117351531982,19.82,-5.343035931,-5.393648989,-5.830400474,-5.554186496,-5.241608461,-5.148534518,-5.200099685,-5.658276321,2.96683819257344,19.01363598267304,19.41691436370242,16.647683333333333,20.09665
104.26806640625,30.3226470947266,23.12,-4.784811394,-4.755076001,-4.917602721,-4.999946821,-4.520557824,-4.230274244,-4.315670468,-5.012423121,3.47175563048678,19.32366565036878,19.206974739596493,23.41670000000001,23.332775
104.267967224121,30.3212928771973,19.02,-4.924532238,-4.727312474,-5.187873321,-4.874679581,-4.632486928,-4.384002621,-4.543681331,-5.158538497,3.49512862683592,20.01521340666148,19.462949862517863,19.983533333333337,18.36074916666666
104.267074584961,30.3156929016113,25.72,-5.093854738,-4.853147641,-5.290603457,-5.022168066,-4.897670441,-4.621866453,-4.968073684,-5.800812482,3.39003566062967,20.16299397344397,20.16887377248185,19.499859999999984,24.538449999999912
104.266136169434,30.3164100646973,19.68,-4.929976062,-4.825207436,-5.21898992,-5.16798206,-5.004946219,-4.62995485,-4.817782788,-5.640549949,3.41318060487759,19.62718654972292,19.980766264259977,23.81934333333334,22.252393333333327
104.26904296875,30.3173274993896,8.17,-4.915874807,-5.001966807,-5.145509007,-5.084831122,-4.841979048,-4.63494841,-4.728356468,-5.296432214,3.26869476972013,18.854743514712226,19.57840169302909,21.82360000000001,16.775333333333364
104.256294250488,30.3109397888184,17.37,-5.310238958,-5.395098855,-5.655026739,-5.368744557,-4.898699812,-4.636903423,-4.6730173,-5.084669129,2.96577287106495,18.88710344026083,18.18802276708068,13.106000000000002,14.4954125
104.264053344727,30.3163967132568,23.05,-4.919070658,-4.980824821,-5.492488052,-5.133091682,-4.955521713,-4.622830778,-4.950942714,-5.413145308,3.28572764959557,18.95159356837277,19.77413192837076,25.092316666666655,23.55038333333334
104.259918212891,30.3132152557373,22.64,-5.422508966,-5.587194192,-5.800737366,-5.46245685,-5.301896596,-4.740778157,-5.012051312,-5.665827098,2.82835641067354,18.612258855381526,18.49670600700075,20.28508333333332,21.650500000000008
104.270462036133,30.3082218170166,17.0,-5.255300922,-5.280577243,-5.795582005,-5.645403469,-5.419394936,-4.966402618,-5.208079146,-5.585515477,3.05115930419734,19.10460439504351,19.334982760558475,18.9552,16.524525000000015
104.267692565918,30.3171405792236,26.54,-4.864119996,-4.94906239,-5.280232459,-5.079269228,-4.928757434,-4.488823641,-4.787106784,-5.481697003,3.31144723505246,18.85534029970799,19.729847804467923,25.971086666666658,25.777544999999982
104.260841369629,30.3150253295898,22.6,-5.333256613,-5.319070074,-5.485960988,-5.222637127,-5.11732609,-4.832691306,-4.94576511,-5.494258132,3.02218268489042,19.25182295478604,19.09747820495352,20.4986,22.035324999999975
104.271629333496,30.3043479919434,13.52,-5.525578725,-5.41615329,-6.613205012,-6.089586328,-5.894350167,-5.070488951,-5.370123362,-5.646031053,2.95034897558542,19.593014387953303,18.24864311986879,18.569000000000003,16.597349999999995
104.267387390137,30.3157844543457,27.41,-5.122937617,-4.815388174,-5.124689974,-5.230994574,-4.897561517,-4.636163841,-4.968829573,-5.551291507,3.4213408474646,20.43283291176885,19.846547077191524,18.418524999999995,23.903342499999997
104.266555786133,30.3154182434082,17.13,-5.093677123,-5.025187976,-5.259108203,-5.086683616,-4.86173556,-4.529833807,-4.967535039,-5.45784777,3.25006801977466,19.46782355931512,19.625431735141955,22.883500000000005,22.912883333333316
104.268463134766,30.3104667663574,10.65,-5.503716297,-5.471607762,-6.012503692,-5.674054718,-5.618604752,-5.107636709,-5.3633083,-5.662418612,2.91014438858066,19.314347147083595,19.03080498051237,17.819149999999993,15.852199999999977
104.268737792969,30.3162441253662,13.84,-5.021148643,-5.272493514,-5.264113911,-5.234241845,-4.99721654,-4.638755063,-4.827737571,-5.491375857,3.05727944322735,18.235188320323147,19.334552965819377,17.059949999999994,18.290033333333323
104.269149780273,30.316967010498,11.41,-5.068984638,-5.155441479,-5.386070831,-5.180788678,-4.955504328,-4.530918213,-4.760917358,-5.349456596,3.14721753519964,18.86470569955597,19.141966829717667,17.728733333333338,17.825754166666677
104.267509460449,30.3137092590332,26.79,-5.174764836,-5.094384137,-5.408938395,-5.388803294,-5.094890042,-4.937197733,-5.063653311,-5.533574667,3.19507837984226,19.509397874378124,19.71109975213129,23.82767,23.131508333333354
104.269569396973,30.3164291381836,17.99,-5.160827828,-5.083868543,-5.395736592,-5.04972993,-4.904867283,-4.473404657,-4.633042699,-5.328214549,3.2033844653696,19.49697009324032,18.999352853006524,15.985633333333348,16.94190833333332
104.274673461914,30.3011169433594,19.26,-5.534720951,-5.663716672,-5.662699059,-5.879287284,-5.52972734,-5.465966228,-5.529223342,-6.534818576,2.77575800669903,18.7478695138334,20.76293687978441,19.501800000000006,20.462949999999992
104.273094177246,30.3030033111572,9.28,-5.687855319,-5.938728506,-5.936685865,-5.634810003,-5.475249634,-4.959087367,-5.061721876,-5.692738339,2.59749191998488,18.35766696236513,17.351623377938054,13.400766666666676,10.699916666666645
104.269386291504,30.3121871948242,19.84,-5.174260497,-5.291108734,-6.054868998,-5.246597623,-5.209638025,-5.014012973,-5.196267411,-5.847451781,3.04320405197829,18.758674089431565,19.978633648380463,16.799099999999996,17.3762625
104.275726318359,30.2994976043701,18.94,-5.924546685,-5.784688191,-5.641608271,-6.013524817,-5.9812741,-5.332050408,-6.2034081,-6.563872331,2.69522343086991,19.666380138217363,22.2166666709206,20.198700000000017,19.664883333333307
104.265556335449,30.3100891113281,26.63,-5.261627485,-5.2831344,-5.864588855,-5.474239024,-5.311304483,-5.073791965,-5.215469721,-5.93221659,3.04922580204224,19.118797574106168,19.93203465407184,20.07255,21.7130875
104.26872253418,30.3178672790527,22.33,-4.909703878,-4.864996192,-5.167803816,-5.194754306,-4.772296296,-4.56393798,-4.667062968,-5.112867188,3.38025432791593,19.381363478512583,19.38584019942683,16.52306,18.92242083333333
104.26798248291,30.3196678161621,23.27,-4.826154067,-4.830552882,-5.229753005,-4.830064216,-4.728782705,-4.542014707,-4.562704269,-5.233279734,3.4087440059616,19.181150732538725,19.66912680895376,23.154300000000003,22.608599999999957
104.268348693848,30.3122711181641,20.22,-5.195046343,-5.313761415,-5.664595072,-5.349858554,-5.202929409,-5.030179213,-5.014111798,-5.486136277,3.02616250448867,18.75368032560567,19.41939543785765,16.876499999999993,20.82333333333333
104.259819030762,30.3124942779541,22.37,-5.392050943,-5.597948972,-5.431942317,-5.140913774,-5.062973565,-4.729538623,-4.831383934,-5.287418406,2.82088828538191,18.46414913334692,18.373133050350216,20.2234,20.600966666666658
104.266876220703,30.3140678405762,17.21,-4.929627393,-4.948398998,-5.335937204,-5.352345164,-4.944252954,-4.776703437,-4.996587876,-5.331179938,3.31198606667123,19.12378462454052,19.793845118007084,20.362,18.63326666666669
104.273223876953,30.300386428833,12.77,-5.718617821,-5.575484243,-6.029009926,-6.037564164,-5.369037164,-4.932019083,-5.494011669,-6.176156915,2.83651565637135,19.69675964724729,18.59886964993488,20.304549999999995,20.54159999999999
104.274375915527,30.2990398406982,17.91,-5.742834203,-5.594322588,-5.595974399,-5.7186457,-6.153162839,-5.416054541,-5.507678847,-6.257390362,2.82340370549275,19.71331535521054,19.630414560580032,21.11939999999999,20.964983333333326
104.268028259277,30.3133525848389,22.34,-5.182299473,-5.396770314,-5.693049809,-5.337067861,-5.296643644,-4.869236746,-5.156757805,-5.828823775,2.96454523734529,18.400789869184933,19.681878326085304,19.99188000000001,21.7587375
104.268455505371,30.3123607635498,17.44,-5.166593033,-5.343869183,-5.712819035,-5.407441021,-5.308813972,-5.029571825,-4.994041649,-5.485904363,3.00366155062308,18.534318226210274,19.33482061010016,17.82166666666667,20.693576547619042
104.272270202637,30.3023662567139,22.62,-5.593641513,-5.826706465,-6.276800415,-5.848003034,-5.411787902,-5.12721391,-5.413811962,-5.810589906,2.66802081752056,18.40175887761165,18.313059697248345,14.65654999999999,17.188299999999984
104.266075134277,30.3108139038086,23.33,-5.257544059,-5.410393321,-5.85849618,-5.574464082,-5.204418909,-4.912012701,-5.528964885,-5.759123274,2.95455993328346,18.63514151898116,19.9012825713811,17.436399999999992,21.230900000000002
104.26815032959,30.3110065460205,13.3,-5.452610907,-5.53615089,-5.877586236,-5.451606881,-5.406092161,-5.123525142,-5.384521753,-5.768436397,2.86413313085625,18.90067812820783,19.46684859067245,16.094950000000004,15.787774999999971
104.26708984375,30.3134365081787,22.31,-5.009463948,-5.203589269,-5.373536415,-5.274886806,-5.094093231,-4.882272707,-5.128409099,-5.237141894,3.10992806887897,18.447836559730177,19.70777660113886,20.16106666666665,18.534432499999994
104.268478393555,30.3090229034424,18.84,-5.231923278,-5.529140751,-5.917171654,-5.353639661,-5.428646758,-5.011244925,-5.40340762,-5.787213969,2.8690890711565,18.11399967513023,19.82743970753821,14.067516666666654,16.425258333333332
104.272789001465,30.3023700714111,20.47,-5.596421861,-5.682603041,-5.998449051,-5.953157975,-5.739107836,-5.276375362,-5.329760053,-5.995540696,2.76297126054679,18.89996526168838,18.7281225207408,19.12503333333334,19.036199999999997
104.268577575684,30.3100166320801,12.35,-5.253777735,-5.276324569,-5.654846339,-5.261909122,-5.083607352,-5.133464704,-5.396175465,-5.819719714,3.05437747813481,19.11477650859004,20.407634478060704,17.49439999999998,24.726664999999972
104.270599365234,30.3038005828857,15.14,-5.819045848,-6.024643618,-6.16043249,-5.776499157,-5.6315894,-5.136516243,-5.458717128,-6.392220468,2.54540547986245,18.523225060925967,18.179355360770256,19.65209999999999,17.285199999999993
104.258781433105,30.3123073577881,21.73,-5.155878651,-5.30230889,-5.752037448,-5.258640541,-4.957606151,-4.624515506,-4.954044676,-5.472513253,3.03476625507095,18.64685133261179,19.10632287786885,18.546199999999995,21.278212499999984
104.266983032227,30.3139781951904,15.61,-4.930940431,-5.064689732,-5.275825795,-5.352345164,-4.854274586,-4.77707764,-4.95914409,-5.331672153,3.21858051235395,18.66884338386774,19.676622819313582,17.970099999999988,19.77777500000002
104.262504577637,30.3148555755615,23.93,-5.072128537,-5.080548539,-5.498785056,-5.159627625,-5.040107104,-4.611091475,-4.993695051,-5.127685053,3.20601068506904,19.16643172871641,19.33379430796542,20.713599999999992,21.296180000000003
104.26985168457,30.3061428070068,15.62,-5.538475402,-6.047706401,-6.655602176,-5.839312948,-5.646746546,-5.351415312,-5.725092548,-5.82050626,2.53172486921105,17.487297491259056,18.754299965138845,17.404166666666665,15.064125000000011
104.273010253906,30.3006553649902,15.71,-5.368652815,-5.571792455,-5.798278576,-5.38038569,-5.635334528,-4.988193204,-5.491202809,-5.867742651,2.83909401545959,18.470364834001543,19.775117119317933,17.841725,18.720608333333306
104.271850585938,30.3027248382568,14.44,-5.632486895,-5.673272303,-6.441999293,-5.842884517,-5.574074205,-5.016680689,-5.219971485,-5.491637518,2.76927875527792,19.05795082927105,17.678572001250917,15.691199999999998,14.914199999999994
104.268829345703,30.3174171447754,18.61,-4.913860579,-4.911779223,-5.314166213,-5.151115378,-4.841466277,-4.661641742,-4.789259235,-5.295578584,3.34183334086811,19.207720257640148,19.64826214563062,23.6065,21.002749999999992
104.268508911133,30.3184070587158,27.91,-4.756069114,-4.991078457,-5.036362661,-4.911721992,-4.887077356,-4.452115997,-4.677618784,-5.392074175,3.27745814566112,18.24190572852405,19.7568875793628,21.212899999999987,21.943766666666665
104.268035888672,30.3124504089355,23.13,-5.192749134,-5.44184411,-5.575775505,-5.500455119,-5.591329038,-4.948300059,-5.163867599,-5.512238383,2.93164688773295,18.277466133089405,19.27803452654432,19.93991,22.07681000000001
104.270034790039,30.309211730957,18.25,-5.242946097,-5.714595804,-5.824257287,-5.707261607,-5.68719333,-5.101355421,-5.474749104,-5.715513148,2.74148984185645,17.513020593990575,19.40029427201872,16.104649999999996,16.319870833333315
104.270889282227,30.3058776855469,14.84,-5.463674925,-5.773391042,-5.830240029,-6.00422815,-5.475359798,-5.17449232,-5.693723934,-6.236340092,2.70260572455162,18.12104252296311,19.83395722218168,19.53935,18.545199999999998
104.269950866699,30.3070449829102,14.49,-5.527034961,-5.612799812,-6.104156798,-5.874856705,-5.46213576,-5.140677881,-5.599885585,-5.854662511,2.8106163062644,18.897307918366067,19.25274479558029,15.773299999999992,15.115390000000017
